  1.0000000e-003  1.0229124e+003  7.5770168e-001
  1.1233240e-003  9.8920754e+002  7.6104729e-001
  1.2618569e-003  1.0178338e+003  7.8791953e-001
  1.4174742e-003  1.0734246e+003  7.7941704e-001
  1.5922828e-003  1.1472497e+003  7.5305451e-001
  1.7886495e-003  1.0773968e+003  8.2631979e-001
  2.0092330e-003  1.2093204e+003  8.1772286e-001
  2.2570197e-003  1.0921890e+003  7.9362089e-001
  2.5353645e-003  1.1835012e+003  8.3047662e-001
  2.8480359e-003  1.0739396e+003  8.5893434e-001
  3.1992671e-003  1.0961541e+003  8.6168606e-001
  3.5938137e-003  1.1091368e+003  8.9395255e-001
  4.0370173e-003  1.1323222e+003  9.2306469e-001
  4.5348785e-003  1.2002529e+003  9.5670463e-001
  5.0941380e-003  1.0756235e+003  9.3547884e-001
  5.7223677e-003  1.0158392e+003  9.6286820e-001
  6.4280731e-003  1.0262483e+003  9.8979234e-001
  7.2208090e-003  9.0341043e+002  1.0233153e+000
  8.1113083e-003  9.1454726e+002  1.0621383e+000
  9.1116276e-003  8.9465030e+002  1.0896914e+000
  1.0235310e-002  8.1782312e+002  1.0848312e+000
  1.1497570e-002  7.7778836e+002  1.1006621e+000
  1.2915497e-002  7.4510673e+002  1.0970048e+000
  1.4508288e-002  7.0749457e+002  1.1089513e+000
  1.6297508e-002  7.0252469e+002  1.1058835e+000
  1.8307383e-002  6.6507992e+002  1.1353387e+000
  2.0565123e-002  5.8259886e+002  1.1527252e+000
  2.3101297e-002  4.8760798e+002  1.1554703e+000
  2.5950242e-002  4.9497970e+002  1.1269084e+000
  2.9150531e-002  4.3877285e+002  1.1315516e+000
  3.2745492e-002  3.9785618e+002  1.1318026e+000
  3.6783798e-002  4.0443664e+002  1.1012852e+000
  4.1320124e-002  3.7354198e+002  1.1020144e+000
  4.6415888e-002  3.3813034e+002  1.0885397e+000
  5.2140083e-002  3.1484060e+002  1.0731076e+000
  5.8570208e-002  2.8959269e+002  1.0324767e+000
  6.5793322e-002  2.6119718e+002  1.0437391e+000
  7.3907220e-002  2.5234524e+002  1.0123999e+000
  8.3021757e-002  2.4852863e+002  9.2747379e-001
  9.3260335e-002  2.5017369e+002  9.2234287e-001
  1.0476158e-001  2.5113142e+002  9.0739397e-001
  1.1768120e-001  2.4712248e+002  8.4928036e-001
  1.3219411e-001  2.2648841e+002  8.8313749e-001
  1.4849683e-001  2.4870828e+002  8.3166429e-001
  1.6681005e-001  2.4584104e+002  8.1147976e-001
  1.8738174e-001  2.6024178e+002  7.5419163e-001
  2.1049041e-001  2.3961503e+002  7.5240902e-001
  2.3644894e-001  2.5041589e+002  7.5522061e-001
  2.6560878e-001  2.4961919e+002  7.1663381e-001
  2.9836472e-001  2.7283348e+002  6.9797889e-001
  3.3516027e-001  2.8628684e+002  6.7674692e-001
  3.7649358e-001  2.8770097e+002  6.4916913e-001
  4.2292429e-001  3.3111411e+002  6.1669628e-001
  4.7508102e-001  2.9943091e+002  6.6116819e-001
  5.3366992e-001  3.2046809e+002  5.8960478e-001
  5.9948425e-001  2.9429096e+002  6.1235395e-001
  6.7341507e-001  3.3048249e+002  6.0396055e-001
  7.5646333e-001  3.2037268e+002  6.2756114e-001
  8.4975344e-001  3.6638871e+002  5.8136773e-001
  9.5454846e-001  3.5825899e+002  6.0953903e-001
  1.0722672e+000  3.8564559e+002  5.7321648e-001
  1.2045035e+000  3.9629975e+002  5.8477097e-001
  1.3530478e+000  4.2796691e+002  5.9436898e-001
  1.5199111e+000  4.6905414e+002  5.6558353e-001
  1.7073526e+000  5.0058974e+002  5.9453168e-001
  1.9179103e+000  4.9177060e+002  6.1692484e-001
  2.1544347e+000  4.8440817e+002  5.9070227e-001
  2.4201283e+000  5.1995911e+002  6.3791721e-001
  2.7185882e+000  5.1172487e+002  5.8472491e-001
  3.0538555e+000  5.2318472e+002  6.4941892e-001
  3.4304693e+000  5.2595576e+002  6.0505811e-001
  3.8535286e+000  5.2678480e+002  6.1491391e-001
  4.3287613e+000  5.9660678e+002  5.9923700e-001
  4.8626016e+000  6.3523397e+002  5.8630224e-001
  5.4622772e+000  6.3679890e+002  6.2009743e-001
  6.1359073e+000  6.4543663e+002  6.4125351e-001
  6.8926121e+000  6.6140591e+002  6.5083814e-001
  7.7426368e+000  6.5655530e+002  6.1252850e-001
  8.6974900e+000  7.5473291e+002  6.1358051e-001
  9.7700996e+000  6.9582350e+002  6.4483712e-001
  1.0974988e+001  6.6630440e+002  6.5850730e-001
  1.2328467e+001  7.1897857e+002  7.0508340e-001
  1.3848864e+001  7.2146815e+002  6.6258465e-001
  1.5556761e+001  7.5017856e+002  6.7624684e-001
  1.7475284e+001  7.5151780e+002  6.9437459e-001
  1.9630407e+001  7.4490714e+002  6.7339330e-001
  2.2051307e+001  7.2005438e+002  6.6769847e-001
  2.4770764e+001  7.8101585e+002  6.6384051e-001
  2.7825594e+001  7.4634077e+002  7.1645653e-001
  3.1257158e+001  8.1459128e+002  7.0859396e-001
  3.5111917e+001  8.6522660e+002  7.3287426e-001
  3.9442061e+001  9.3551363e+002  7.0010910e-001
  4.4306215e+001  8.6673337e+002  7.2937853e-001
  4.9770236e+001  8.7026899e+002  7.5113081e-001
  5.5908102e+001  9.0566587e+002  7.2931518e-001
  6.2802914e+001  8.8625103e+002  7.2242402e-001
  7.0548023e+001  9.3120380e+002  6.9717049e-001
  7.9248290e+001  8.7296585e+002  7.4992747e-001
  8.9021509e+001  8.9323698e+002  7.4313481e-001
  1.0000000e+002  8.6402668e+002  7.2034560e-001
